"","x"
"1329","AUH"
"1330","AUNIP"
"1331","AUP1"
"1332","AURKA"
"1333","AURKAIP1"
"1334","AURKB"
"1335","AURKC"
"1336","AUTS2"
"1337","AVEN"
"1338","AVIL"
"1339","AVL9"
"1340","AVP"
"1341","AVPI1"
"1342","AVPR1A"
"1343","AVPR1B"
"1344","AVPR2"
"1345","AWAT1"
"1346","AWAT2"
"1347","AXDND1"
"1348","AXIN1"
"1349","AXIN2"
"1350","AXL"
"1351","AZGP1"
"1352","AZI2"
"1353","AZIN1"
"1354","AZIN2"
"1355","AZU1"
"1356","B2M"
"1357","B3GALNT1"
"1358","B3GALNT2"
"1359","B3GALT1"
"1360","B3GALT2"
"1361","B3GALT4"
"1362","B3GALT5"
"1363","B3GALT6"
"1364","B3GAT1"
"1365","B3GAT2"
"1366","B3GAT3"
"1367","B3GLCT"
"1368","B3GNT10"
"1369","B3GNT2"
"1370","B3GNT3"
"1371","B3GNT4"
"1372","B3GNT5"
"1373","B3GNT6"
"1374","B3GNT7"
"1375","B3GNT8"
"1376","B3GNT9"
"1377","B3GNTL1"
"1378","B4GALNT1"
"1379","B4GALNT2"
"1380","B4GALNT3"
"1381","B4GALNT4"
"1382","B4GALT1"
"1383","B4GALT2"
"1384","B4GALT3"
"1385","B4GALT4"
"1386","B4GALT5"
"1387","B4GALT6"
"1388","B4GALT7"
"1389","B4GAT1"
"1390","B9D1"
"1391","B9D2"
"1392","BAALC"
"1393","BAAT"
"1394","BABAM1"
"1395","BABAM2"
"1396","BACE1"
"1397","BACE2"
"1398","BACH1"
"1399","BACH2"
"1400","BAD"
"1401","BAG1"
"1402","BAG2"
"1403","BAG3"
"1404","BAG4"
"1405","BAG5"
"1406","BAG6"
"1407","BAHCC1"
"1408","BAHD1"
"1409","BAIAP2"
"1410","BAIAP2L1"
"1411","BAIAP2L2"
"1412","BAIAP3"
"1413","BAK1"
"1414","BAMBI"
"1415","BANF1"
"1416","BANF2"
"1417","BANK1"
"1418","BANP"
"1419","BAP1"
"1420","BARD1"
"1421","BARHL1"
"1422","BARHL2"
"1423","BARX1"
"1424","BARX2"
"1425","BASP1"
"1426","BATF"
"1427","BATF2"
"1428","BATF3"
"1429","BAX"
"1430","BAZ1A"
"1431","BAZ1B"
"1432","BAZ2A"
"1433","BAZ2B"
"1434","BBC3"
"1435","BBIP1"
"1436","BBOF1"
"1437","BBOX1"
"1438","BBS1"
"1439","BBS10"
"1440","BBS12"
"1441","BBS2"
"1442","BBS4"
"1443","BBS5"
"1444","BBS7"
"1445","BBS9"
"1446","BBX"
"1447","BCAM"
"1448","BCAN"
"1449","BCAP29"
"1450","BCAP31"
"1451","BCAR1"
"1452","BCAR3"
"1453","BCAS1"
"1454","BCAS2"
"1455","BCAS3"
"1456","BCAS4"
"1457","BCAT1"
"1458","BCAT2"
"1459","BCCIP"
"1460","BCDIN3D"
"1461","BCHE"
"1462","BCKDHA"
"1463","BCKDHB"
"1464","BCKDK"
"1465","BCL10"
"1466","BCL11A"
"1467","BCL11B"
"1468","BCL2"
"1469","BCL2A1"
"1470","BCL2L1"
"1471","BCL2L10"
"1472","BCL2L11"
"1473","BCL2L12"
"1474","BCL2L13"
"1475","BCL2L14"
"1476","BCL2L15"
"1477","BCL2L2"
"1478","BCL2L2-PABPN1"
"1479","BCL3"
"1480","BCL6"
"1481","BCL6B"
"1482","BCL7A"
"1483","BCL7B"
"1484","BCL7C"
"1485","BCL9"
"1486","BCL9L"
"1487","BCLAF1"
"1488","BCLAF3"
"1489","BCO1"
"1490","BCO2"
"1491","BCOR"
"1492","BCORL1"
"1493","BCR"
"1494","BCS1L"
"1495","BDH1"
"1496","BDH2"
"1497","BDKRB1"
"1498","BDKRB2"
"1499","BDNF"
"1500","BDP1"
"1501","BEAN1"
"1502","BECN1"
"1503","BECN2"
"1504","BEGAIN"
"1505","BEND2"
"1506","BEND3"
"1507","BEND4"
"1508","BEND5"
"1509","BEND6"
"1510","BEND7"
"1511","BEST1"
"1512","BEST2"
"1513","BEST3"
"1514","BEST4"
"1515","BET1"
"1516","BET1L"
"1517","BEX1"
"1518","BEX2"
"1519","BEX3"
"1520","BEX4"
"1521","BEX5"
"1522","BFAR"
"1523","BFSP1"
"1524","BFSP2"
"1525","BGLAP"
"1526","BGN"
"1527","BHLHA15"
"1528","BHLHA9"
"1529","BHLHB9"
"1530","BHLHE22"
"1531","BHLHE23"
"1532","BHLHE40"
"1533","BHLHE41"
"1534","BHMG1"
"1535","BHMT"
"1536","BHMT2"
"1537","BICC1"
"1538","BICD1"
"1539","BICD2"
"1540","BICDL1"
"1541","BICDL2"
"1542","BICRA"
"1543","BICRAL"
"1544","BID"
"1545","BIK"
"1546","BIN1"
"1547","BIN2"
"1548","BIN3"
"1549","BIRC2"
"1550","BIRC3"
"1551","BIRC5"
"1552","BIRC6"
"1553","BIRC7"
"1554","BIRC8"
"1555","BIVM"
"1556","BIVM-ERCC5"
"1557","BLCAP"
"1558","BLID"
"1559","BLK"
"1560","BLM"
"1561","BLMH"
"1562","BLNK"
"1563","BLOC1S1"
"1564","BLOC1S2"
"1565","BLOC1S3"
"1566","BLOC1S4"
"1567","BLOC1S5"
"1568","BLOC1S6"
"1569","BLVRA"
"1570","BLVRB"
"1571","BLZF1"
"1572","BMF"
"1573","BMI1"
"1574","BMP1"
"1575","BMP10"
"1576","BMP15"
"1577","BMP2"
"1578","BMP2K"
"1579","BMP3"
"1580","BMP4"
"1581","BMP5"
"1582","BMP6"
"1583","BMP7"
"1584","BMP8A"
"1585","BMP8B"
"1586","BMPER"
"1587","BMPR1A"
"1588","BMPR1B"
"1589","BMPR2"
"1590","BMS1"
"1591","BMT2"
"1592","BMX"
"1593","BNC1"
"1594","BNC2"
"1595","BNIP1"
"1596","BNIP2"
"1597","BNIP3"
"1598","BNIP3L"
"1599","BNIPL"
"1600","BOC"
"1601","BOD1"
"1602","BOD1L1"
"1603","BOD1L2"
"1604","BOK"
"1605","BOLA1"
"1606","BOLA2"
"1607","BOLA2-SMG1P6"
"1608","BOLA2B"
"1609","BOLA3"
"1610","BOLL"
"1611","BOP1"
"1612","BORA"
"1613","BORCS5"
"1614","BORCS6"
"1615","BORCS7"
"1616","BORCS8"
"1617","BORCS8-MEF2B"
"1618","BPGM"
"1619","BPHL"
"1620","BPI"
"1621","BPIFA1"
"1622","BPIFA2"
"1623","BPIFA3"
"1624","BPIFB1"
"1625","BPIFB2"
"1626","BPIFB3"
"1627","BPIFB4"
"1628","BPIFB6"
"1629","BPIFC"
"1630","BPNT1"
"1631","BPTF"
"1632","BPY2"
"1633","BRAF"
"1634","BRAP"
"1635","BRAT1"
"1636","BRCA1"
"1637","BRCA2"
"1638","BRCC3"
"1639","BRD1"
"1640","BRD2"
"1641","BRD3"
"1642","BRD3OS"
"1643","BRD4"
"1644","BRD7"
"1645","BRD8"
"1646","BRD9"
"1647","BRDT"
"1648","BRF1"
"1649","BRF2"
"1650","BRI3"
"1651","BRI3BP"
"1652","BRICD5"
"1653","BRINP1"
"1654","BRINP2"
"1655","BRINP3"
"1656","BRIP1"
"1657","BRIX1"
"1658","BRK1"
"1659","BRMS1"
"1660","BRMS1L"
"1661","BROX"
"1662","BRPF1"
"1663","BRPF3"
"1664","BRS3"
"1665","BRSK1"
"1666","BRSK2"
"1667","BRWD1"
"1668","BRWD3"
"1669","BSCL2"
"1670","BSDC1"
"1671","BSG"
"1672","BSN"
"1673","BSPH1"
"1674","BSPRY"
"1675","BST1"
"1676","BST2"
"1677","BSX"
"1678","BTAF1"
"1679","BTBD1"
"1680","BTBD10"
"1681","BTBD11"
"1682","BTBD16"
"1683","BTBD17"
"1684","BTBD18"
"1685","BTBD19"
"1686","BTBD2"
"1687","BTBD3"
"1688","BTBD6"
"1689","BTBD7"
"1690","BTBD8"
"1691","BTBD9"
"1692","BTC"
"1693","BTD"
"1694","BTF3"
"1695","BTF3L4"
"1696","BTG1"
"1697","BTG2"
"1698","BTG3"
"1699","BTG4"
"1700","BTK"
"1701","BTLA"
"1702","BTN1A1"
"1703","BTN2A1"
"1704","BTN2A2"
"1705","BTN3A1"
"1706","BTN3A2"
"1707","BTN3A3"
"1708","BTNL2"
"1709","BTNL3"
"1710","BTNL8"
"1711","BTNL9"
"1712","BTRC"
"1713","BUB1"
"1714","BUB1B"
"1715","BUB1B-PAK6"
"1716","BUB3"
"1717","BUD13"
"1718","BUD23"
"1719","BUD31"
"1720","BVES"
"1721","BYSL"
"1722","BZW1"
"1723","BZW2"
"1724","C10orf105"
"1725","C10orf113"
"1726","C10orf120"
"1727","C10orf142"
"1728","C10orf143"
"1729","C10orf53"
"1730","C10orf55"
"1731","C10orf62"
"1732","C10orf67"
"1733","C10orf71"
"1734","C10orf82"
"1735","C10orf88"
"1736","C10orf90"
"1737","C10orf95"
"1738","C10orf99"
"1739","C11orf1"
"1740","C11orf16"
"1741","C11orf21"
"1742","C11orf24"
"1743","C11orf40"
"1744","C11orf42"
"1745","C11orf45"
"1746","C11orf49"
"1747","C11orf52"
"1748","C11orf53"
"1749","C11orf54"
"1750","C11orf58"
"1751","C11orf65"
"1752","C11orf68"
"1753","C11orf71"
"1754","C11orf74"
"1755","C11orf80"
"1756","C11orf86"
"1757","C11orf87"
"1758","C11orf88"
"1759","C11orf91"
"1760","C11orf94"
"1761","C11orf95"
"1762","C11orf96"
"1763","C11orf97"
"1764","C11orf98"
"1765","C12orf10"
"1766","C12orf29"
"1767","C12orf4"
"1768","C12orf40"
"1769","C12orf42"
"1770","C12orf43"
"1771","C12orf45"
"1772","C12orf49"
"1773","C12orf50"
"1774","C12orf54"
"1775","C12orf56"
"1776","C12orf57"
"1777","C12orf60"
"1778","C12orf65"
"1779","C12orf66"
"1780","C12orf71"
"1781","C12orf73"
"1782","C12orf75"
"1783","C12orf76"
"1784","C13orf42"
"1785","C13orf46"
"1786","C14orf119"
"1787","C14orf132"
"1788","C14orf177"
"1789","C14orf178"
"1790","C14orf180"
"1791","C14orf28"
"1792","C14orf39"
"1793","C14orf93"
"1794","C15orf39"
"1795","C15orf40"
"1796","C15orf41"
"1797","C15orf48"
"1798","C15orf53"
"1799","C15orf61"
"1800","C15orf62"
"1801","C15orf65"
"1802","C16orf46"
"1803","C16orf54"
"1804","C16orf58"
"1805","C16orf70"
"1806","C16orf71"
"1807","C16orf72"
"1808","C16orf74"
"1809","C16orf78"
"1810","C16orf86"
"1811","C16orf87"
"1812","C16orf89"
"1813","C16orf90"
"1814","C16orf91"
"1815","C16orf92"
"1816","C16orf95"
"1817","C16orf96"
"1818","C17orf100"
"1819","C17orf107"
"1820","C17orf113"
"1821","C17orf49"
"1822","C17orf50"
"1823","C17orf51"
"1824","C17orf53"
"1825","C17orf58"
"1826","C17orf64"
"1827","C17orf67"
"1828","C17orf75"
"1829","C17orf78"
"1830","C17orf80"
"1831","C17orf97"
"1832","C17orf98"
"1833","C17orf99"
"1834","C18orf21"
"1835","C18orf25"
"1836","C18orf32"
"1837","C18orf54"
"1838","C18orf63"
"1839","C19orf12"
"1840","C19orf18"
"1841","C19orf24"
"1842","C19orf25"
"1843","C19orf33"
"1844","C19orf38"
"1845","C19orf44"
"1846","C19orf47"
"1847","C19orf48"
"1848","C19orf53"
"1849","C19orf54"
"1850","C19orf57"
"1851","C19orf66"
"1852","C19orf67"
"1853","C19orf71"
"1854","C19orf73"
"1855","C19orf81"
"1856","C19orf84"
"1857","C19orf85"
"1858","C1D"
"1859","C1GALT1"
"1860","C1GALT1C1"
"1861","C1GALT1C1L"
"1862","C1orf100"
"1863","C1orf105"
"1864","C1orf109"
"1865","C1orf112"
"1866","C1orf115"
"1867","C1orf116"
"1868","C1orf122"
"1869","C1orf127"
"1870","C1orf131"
"1871","C1orf141"
"1872","C1orf146"
"1873","C1orf158"
"1874","C1orf159"
"1875","C1orf162"
"1876","C1orf167"
"1877","C1orf174"
"1878","C1orf185"
"1879","C1orf189"
"1880","C1orf194"
"1881","C1orf198"
"1882","C1orf21"
"1883","C1orf210"
"1884","C1orf216"
"1885","C1orf226"
"1886","C1orf232"
"1887","C1orf35"
"1888","C1orf43"
"1889","C1orf50"
"1890","C1orf52"
"1891","C1orf53"
"1892","C1orf54"
"1893","C1orf56"
"1894","C1orf61"
"1895","C1orf68"
"1896","C1orf74"
"1897","C1orf87"
"1898","C1orf94"
"1899","C1QA"
"1900","C1QB"
"1901","C1QBP"
"1902","C1QC"
"1903","C1QL1"
"1904","C1QL2"
"1905","C1QL3"
"1906","C1QL4"
"1907","C1QTNF1"
"1908","C1QTNF12"
"1909","C1QTNF2"
"1910","C1QTNF3"
"1911","C1QTNF4"
"1912","C1QTNF5"
"1913","C1QTNF6"
"1914","C1QTNF7"
"1915","C1QTNF8"
"1916","C1QTNF9"
"1917","C1QTNF9B"
"1918","C1R"
"1919","C1RL"
"1920","C1S"
"1921","C2"
"1922","C20orf141"
"1923","C20orf144"
"1924","C20orf173"
"1925","C20orf194"
"1926","C20orf202"
"1927","C20orf203"
"1928","C20orf204"
"1929","C20orf27"
"1930","C20orf85"
"1931","C20orf96"
"1932","C21orf58"
"1933","C21orf62"
"1934","C21orf91"
"1935","C22orf15"
"1936","C22orf23"
"1937","C22orf31"
"1938","C22orf39"
"1939","C22orf42"
"1940","C22orf46"
"1941","C2CD2"
"1942","C2CD2L"
"1943","C2CD3"
"1944","C2CD4A"
"1945","C2CD4B"
"1946","C2CD4C"
"1947","C2CD4D"
"1948","C2CD5"
"1949","C2CD6"
"1950","C2orf15"
"1951","C2orf16"
"1952","C2orf40"
"1953","C2orf42"
"1954","C2orf49"
"1955","C2orf50"
"1956","C2orf66"
"1957","C2orf68"
"1958","C2orf69"
"1959","C2orf70"
"1960","C2orf72"
"1961","C2orf73"
"1962","C2orf74"
"1963","C2orf76"
"1964","C2orf78"
"1965","C2orf80"
"1966","C2orf81"
"1967","C2orf83"
"1968","C2orf88"
"1969","C2orf91"
"1970","C2orf92"
"1971","C3"
"1972","C3AR1"
"1973","C3orf14"
"1974","C3orf18"
"1975","C3orf20"
"1976","C3orf22"
"1977","C3orf33"
"1978","C3orf38"
"1979","C3orf49"
"1980","C3orf52"
"1981","C3orf56"
"1982","C3orf62"
"1983","C3orf67"
"1984","C3orf70"
"1985","C3orf80"
"1986","C3orf84"
"1987","C3orf85"
"1988","C4A"
"1989","C4B"
"1990","C4BPA"
"1991","C4BPB"
"1992","C4orf17"
"1993","C4orf19"
"1994","C4orf3"
"1995","C4orf33"
"1996","C4orf36"
"1997","C4orf45"
"1998","C4orf46"
"1999","C4orf47"
"2000","C4orf48"
"2001","C4orf50"
"2002","C4orf51"
"2003","C4orf54"
"2004","C5"
"2005","C5AR1"
"2006","C5AR2"
"2007","C5orf15"
"2008","C5orf22"
"2009","C5orf24"
"2010","C5orf30"
"2011","C5orf34"
"2012","C5orf38"
"2013","C5orf46"
"2014","C5orf47"
"2015","C5orf49"
"2016","C5orf51"
"2017","C5orf52"
"2018","C5orf58"
"2019","C5orf60"
"2020","C5orf63"
"2021","C5orf67"
"2022","C6"
"2023","C6orf118"
"2024","C6orf120"
"2025","C6orf132"
"2026","C6orf136"
"2027","C6orf141"
"2028","C6orf15"
"2029","C6orf163"
"2030","C6orf201"
"2031","C6orf203"
"2032","C6orf222"
"2033","C6orf223"
"2034","C6orf226"
"2035","C6orf47"
"2036","C6orf52"
"2037","C6orf58"
"2038","C6orf62"
"2039","C6orf89"
"2040","C7"
"2041","C7orf25"
"2042","C7orf26"
"2043","C7orf31"
"2044","C7orf33"
"2045","C7orf50"
"2046","C7orf57"
"2047","C7orf61"
"2048","C7orf77"
"2049","C8A"
"2050","C8B"
"2051","C8G"
"2052","C8orf33"
"2053","C8orf34"
"2054","C8orf37"
"2055","C8orf48"
"2056","C8orf58"
"2057","C8orf74"
"2058","C8orf76"
"2059","C8orf82"
"2060","C8orf86"
"2061","C8orf88"
"2062","C8orf89"
"2063","C9"
"2064","C9orf116"
"2065","C9orf129"
"2066","C9orf131"
"2067","C9orf135"
"2068","C9orf152"
"2069","C9orf153"
"2070","C9orf16"
"2071","C9orf24"
"2072","C9orf40"
"2073","C9orf43"
"2074","C9orf50"
"2075","C9orf57"
"2076","C9orf64"
"2077","C9orf66"
"2078","C9orf72"
"2079","C9orf78"
"2080","C9orf85"
"2081","C9orf92"
"2082","CA1"
"2083","CA10"
"2084","CA11"
"2085","CA12"
"2086","CA13"
"2087","CA14"
"2088","CA2"
"2089","CA3"
"2090","CA4"
"2091","CA5A"
"2092","CA5B"
"2093","CA6"
"2094","CA7"
"2095","CA8"
"2096","CA9"
"2097","CAAP1"
"2098","CAB39"
"2099","CAB39L"
"2100","CABCOCO1"
"2101","CABIN1"
"2102","CABLES1"
"2103","CABLES2"
"2104","CABP1"
"2105","CABP2"
"2106","CABP4"
"2107","CABP5"
"2108","CABP7"
"2109","CABS1"
"2110","CABYR"
"2111","CACFD1"
"2112","CACHD1"
"2113","CACNA1A"
"2114","CACNA1B"
"2115","CACNA1C"
"2116","CACNA1D"
"2117","CACNA1E"
"2118","CACNA1F"
"2119","CACNA1G"
"2120","CACNA1H"
"2121","CACNA1I"
"2122","CACNA1S"
"2123","CACNA2D1"
"2124","CACNA2D2"
"2125","CACNA2D3"
"2126","CACNA2D4"
"2127","CACNB1"
"2128","CACNB2"
"2129","CACNB3"
"2130","CACNB4"
"2131","CACNG1"
"2132","CACNG2"
"2133","CACNG3"
"2134","CACNG4"
"2135","CACNG5"
"2136","CACNG6"
"2137","CACNG7"
"2138","CACNG8"
"2139","CACTIN"
"2140","CACUL1"
"2141","CACYBP"
"2142","CAD"
"2143","CADM1"
"2144","CADM2"
"2145","CADM3"
"2146","CADM4"
"2147","CADPS"
"2148","CADPS2"
"2149","CAGE1"
"2150","CALB1"
"2151","CALB2"
"2152","CALCA"
"2153","CALCB"
"2154","CALCOCO1"
"2155","CALCOCO2"
"2156","CALCR"
"2157","CALCRL"
"2158","CALD1"
"2159","CALHM1"
"2160","CALHM2"
"2161","CALHM3"
"2162","CALHM4"
"2163","CALHM5"
"2164","CALHM6"
"2165","CALM1"
"2166","CALM2"
"2167","CALM3"
"2168","CALML3"
"2169","CALML4"
"2170","CALML5"
"2171","CALML6"
"2172","CALN1"
"2173","CALR"
"2174","CALR3"
"2175","CALU"
"2176","CALY"
"2177","CAMK1"
"2178","CAMK1D"
"2179","CAMK1G"
"2180","CAMK2A"
"2181","CAMK2B"
"2182","CAMK2D"
"2183","CAMK2G"
"2184","CAMK2N1"
"2185","CAMK2N2"
"2186","CAMK4"
"2187","CAMKK1"
"2188","CAMKK2"
"2189","CAMKMT"
"2190","CAMKV"
"2191","CAMLG"
"2192","CAMP"
"2193","CAMSAP1"
"2194","CAMSAP2"
"2195","CAMSAP3"
"2196","CAMTA1"
"2197","CAMTA2"
"2198","CAND1"
"2199","CAND2"
"2200","CANT1"
"2201","CANX"
"2202","CAP1"
"2203","CAP2"
"2204","CAPG"
"2205","CAPN1"
"2206","CAPN10"
"2207","CAPN11"
"2208","CAPN12"
"2209","CAPN13"
"2210","CAPN14"
"2211","CAPN15"
"2212","CAPN2"
"2213","CAPN3"
"2214","CAPN5"
"2215","CAPN6"
"2216","CAPN7"
"2217","CAPN8"
"2218","CAPN9"
"2219","CAPNS1"
"2220","CAPNS2"
"2221","CAPRIN1"
"2222","CAPRIN2"
"2223","CAPS"
"2224","CAPS2"
"2225","CAPSL"
"2226","CAPZA1"
"2227","CAPZA2"
"2228","CAPZA3"
"2229","CAPZB"
"2230","CARD10"
"2231","CARD11"
"2232","CARD14"
"2233","CARD16"
"2234","CARD17"
"2235","CARD18"
"2236","CARD19"
"2237","CARD6"
"2238","CARD8"
"2239","CARD9"
"2240","CARF"
"2241","CARHSP1"
"2242","CARM1"
"2243","CARMIL1"
"2244","CARMIL2"
"2245","CARMIL3"
"2246","CARNMT1"
"2247","CARNS1"
"2248","CARS"
"2249","CARS2"
"2250","CARTPT"
"2251","CASC1"
"2252","CASC3"
"2253","CASC4"
"2254","CASD1"
"2255","CASK"
"2256","CASKIN1"
"2257","CASKIN2"
"2258","CASP1"
"2259","CASP10"
"2260","CASP12"
"2261","CASP14"
"2262","CASP2"
"2263","CASP3"
"2264","CASP4"
"2265","CASP5"
"2266","CASP6"
"2267","CASP7"
"2268","CASP8"
"2269","CASP8AP2"
"2270","CASP9"
"2271","CASQ1"
"2272","CASQ2"
"2273","CASR"
"2274","CASS4"
"2275","CAST"
"2276","CASTOR1"
"2277","CASTOR2"
"2278","CASTOR3"
"2279","CASZ1"
"2280","CAT"
"2281","CATIP"
"2282","CATSPER1"
"2283","CATSPER2"
"2284","CATSPER3"
"2285","CATSPER4"
"2286","CATSPERB"
"2287","CATSPERD"
"2288","CATSPERE"
"2289","CATSPERG"
"2290","CATSPERZ"
"2291","CAV1"
"2292","CAV2"
"2293","CAV3"
"2294","CAVIN1"
"2295","CAVIN2"
"2296","CAVIN3"
"2297","CAVIN4"
"2298","CBARP"
"2299","CBFA2T2"
"2300","CBFA2T3"
"2301","CBFB"
"2302","CBL"
"2303","CBLB"
"2304","CBLC"
"2305","CBLL1"
"2306","CBLL2"
"2307","CBLN1"
"2308","CBLN2"
"2309","CBLN3"
"2310","CBLN4"
"2311","CBR1"
"2312","CBR3"
"2313","CBR4"
"2314","CBS"
"2315","CBSL"
"2316","CBWD1"
"2317","CBWD2"
"2318","CBWD3"
"2319","CBWD5"
"2320","CBWD6"
"2321","CBX1"
"2322","CBX2"
"2323","CBX3"
"2324","CBX4"
"2325","CBX5"
"2326","CBX6"
"2327","CBX7"
"2328","CBX8"
"2329","CBY1"
"2330","CBY3"
"2331","CC2D1A"
"2332","CC2D1B"
"2333","CC2D2A"
"2334","CC2D2B"
"2335","CCAR1"
"2336","CCAR2"
"2337","CCBE1"
"2338","CCDC102A"
"2339","CCDC102B"
"2340","CCDC103"
"2341","CCDC105"
"2342","CCDC106"
"2343","CCDC107"
"2344","CCDC110"
"2345","CCDC112"
"2346","CCDC113"
"2347","CCDC114"
"2348","CCDC115"
"2349","CCDC116"
"2350","CCDC117"
"2351","CCDC12"
"2352","CCDC120"
"2353","CCDC121"
"2354","CCDC122"
"2355","CCDC124"
"2356","CCDC125"
"2357","CCDC126"
"2358","CCDC127"
"2359","CCDC13"
"2360","CCDC130"
"2361","CCDC134"
"2362","CCDC136"
"2363","CCDC137"
"2364","CCDC138"
"2365","CCDC14"
"2366","CCDC140"
"2367","CCDC141"
"2368","CCDC142"
"2369","CCDC144A"
"2370","CCDC144NL"
"2371","CCDC146"
"2372","CCDC148"
"2373","CCDC149"
"2374","CCDC15"
"2375","CCDC150"
"2376","CCDC151"
"2377","CCDC152"
"2378","CCDC153"
"2379","CCDC154"
"2380","CCDC155"
"2381","CCDC157"
"2382","CCDC158"
"2383","CCDC159"
"2384","CCDC160"
"2385","CCDC163"
"2386","CCDC166"
"2387","CCDC167"
"2388","CCDC168"
"2389","CCDC169"
"2390","CCDC169-SOHLH2"
"2391","CCDC17"
"2392","CCDC170"
"2393","CCDC171"
"2394","CCDC172"
"2395","CCDC173"
"2396","CCDC174"
"2397","CCDC175"
"2398","CCDC177"
"2399","CCDC178"
"2400","CCDC179"
"2401","CCDC18"
"2402","CCDC180"
"2403","CCDC181"
"2404","CCDC182"
"2405","CCDC183"
"2406","CCDC184"
"2407","CCDC185"
"2408","CCDC186"
"2409","CCDC187"
"2410","CCDC188"
"2411","CCDC189"
"2412","CCDC190"
"2413","CCDC191"
"2414","CCDC192"
"2415","CCDC194"
"2416","CCDC195"
"2417","CCDC196"
"2418","CCDC197"
"2419","CCDC198"
"2420","CCDC200"
"2421","CCDC22"
"2422","CCDC24"
"2423","CCDC25"
"2424","CCDC27"
"2425","CCDC28A"
"2426","CCDC28B"
"2427","CCDC3"
"2428","CCDC30"
"2429","CCDC32"
"2430","CCDC33"
"2431","CCDC34"
"2432","CCDC36"
"2433","CCDC38"
"2434","CCDC39"
"2435","CCDC40"
"2436","CCDC42"
"2437","CCDC43"
"2438","CCDC47"
"2439","CCDC50"
"2440","CCDC51"
"2441","CCDC54"
"2442","CCDC57"
"2443","CCDC58"
"2444","CCDC59"
"2445","CCDC6"
"2446","CCDC60"
"2447","CCDC61"
"2448","CCDC62"
"2449","CCDC63"
"2450","CCDC65"
"2451","CCDC66"
"2452","CCDC68"
"2453","CCDC69"
"2454","CCDC7"
"2455","CCDC70"
"2456","CCDC71"
"2457","CCDC71L"
"2458","CCDC73"
"2459","CCDC74A"
"2460","CCDC74B"
"2461","CCDC77"
"2462","CCDC78"
"2463","CCDC8"
"2464","CCDC80"
"2465","CCDC81"
"2466","CCDC82"
"2467","CCDC83"
"2468","CCDC84"
"2469","CCDC85A"
"2470","CCDC85B"
"2471","CCDC85C"
"2472","CCDC86"
"2473","CCDC87"
"2474","CCDC88A"
"2475","CCDC88B"
"2476","CCDC88C"
"2477","CCDC89"
"2478","CCDC9"
"2479","CCDC90B"
"2480","CCDC91"
"2481","CCDC92"
"2482","CCDC93"
"2483","CCDC96"
"2484","CCDC97"
"2485","CCDC9B"
"2486","CCER1"
"2487","CCER2"
"2488","CCHCR1"
"2489","CCIN"
"2490","CCK"
"2491","CCKAR"
"2492","CCKBR"
"2493","CCL1"
"2494","CCL11"
"2495","CCL13"
"2496","CCL14"
"2497","CCL15"
"2498","CCL16"
"2499","CCL17"
"2500","CCL18"
"2501","CCL19"
"2502","CCL2"
"2503","CCL20"
"2504","CCL21"
"2505","CCL22"
"2506","CCL23"
"2507","CCL24"
"2508","CCL25"
"2509","CCL26"
"2510","CCL27"
"2511","CCL28"
"2512","CCL3"
"2513","CCL3L1"
"2514","CCL4"
"2515","CCL4L2"
"2516","CCL5"
"2517","CCL7"
"2518","CCL8"
"2519","CCM2"
"2520","CCM2L"
"2521","CCNA1"
"2522","CCNA2"
"2523","CCNB1"
"2524","CCNB1IP1"
"2525","CCNB2"
"2526","CCNB3"
"2527","CCNC"
"2528","CCND1"
"2529","CCND2"
"2530","CCND3"
"2531","CCNDBP1"
"2532","CCNE1"
"2533","CCNE2"
"2534","CCNF"
"2535","CCNG1"
"2536","CCNG2"
"2537","CCNH"
"2538","CCNI"
"2539","CCNI2"
"2540","CCNJ"
"2541","CCNJL"
"2542","CCNK"
"2543","CCNL1"
"2544","CCNL2"
"2545","CCNO"
"2546","CCNQ"
"2547","CCNT1"
"2548","CCNT2"
"2549","CCNY"
"2550","CCNYL1"
"2551","CCP110"
"2552","CCPG1"
"2553","CCR1"
"2554","CCR10"
"2555","CCR2"
"2556","CCR3"
"2557","CCR4"
"2558","CCR5"
"2559","CCR6"
"2560","CCR7"
"2561","CCR8"
"2562","CCR9"
"2563","CCRL2"
"2564","CCS"
"2565","CCSAP"
"2566","CCSER1"
"2567","CCSER2"
"2568","CCT2"
"2569","CCT3"
"2570","CCT4"
"2571","CCT5"
"2572","CCT6A"
"2573","CCT6B"
"2574","CCT7"
"2575","CCT8"
"2576","CCT8L2"
"2577","CCZ1"
"2578","CCZ1B"
"2579","CD101"
"2580","CD109"
"2581","CD14"
"2582","CD151"
"2583","CD160"
"2584","CD163"
"2585","CD163L1"
"2586","CD164"
"2587","CD164L2"
"2588","CD177"
"2589","CD180"
"2590","CD19"
"2591","CD1A"
"2592","CD1B"
"2593","CD1C"
"2594","CD1D"
"2595","CD1E"
"2596","CD2"
"2597","CD200"
"2598","CD200R1"
"2599","CD200R1L"
"2600","CD207"
"2601","CD209"
"2602","CD22"
"2603","CD226"
"2604","CD24"
"2605","CD244"
"2606","CD247"
"2607","CD248"
"2608","CD27"
"2609","CD274"
"2610","CD276"
"2611","CD28"
"2612","CD2AP"
"2613","CD2BP2"
"2614","CD300A"
"2615","CD300C"
"2616","CD300E"
"2617","CD300LB"
